,code,coname,carm,yy,mm,dd,title
36423,37620,미래에셋증권,0.0078009316,2010.0,10.0,18.0,증권업-FY10 2Q Preview: 우호적 매크로 환경으로 이익 증가
11346,1230,동국제강,0.0095959777,2011.0,11.0,30.0,"동국제강-3분기 영업손익, 예상대로 적자 시현"
11347,1230,동국제강,0.0095959777,2011.0,11.0,30.0,"동국제강-3분기 영업손익, 예상대로 적자 시현"
7695,720,현대건설,0.0293406442,2018.0,1.0,9.0,현대건설-해외 둔화 우려에도 국내 성장 기반 마련
7696,720,현대건설,0.0293406442,2018.0,1.0,9.0,현대건설-해외 둔화 우려에도 국내 성장 기반 마련
31745,270,기아차,0.0058082629,2017.0,2.0,3.0,자동차-암중모색
31779,5380,현대차,-0.004691737,2017.0,2.0,3.0,자동차-암중모색
6377,10130,고려아연,-0.013042527,2015.0,4.0,8.0,고려아연-상품가격 하락 부담을 환율 상승이 상쇄
6378,10130,고려아연,-0.013042527,2015.0,4.0,8.0,고려아연-상품가격 하락 부담을 환율 상승이 상쇄
8838,16360,삼성증권,-0.004606531,2009.0,2.0,11.0,삼성증권.미래에셋증권-자산관리형증권사보다 위탁중개 증권사 선호
8851,37620,미래에셋증권,-0.007806531,2009.0,2.0,11.0,삼성증권.미래에셋증권-자산관리형증권사보다 위탁중개 증권사 선호
26014,24110,기업은행,0.0067874825,2015.0,2.0,2.0,은행-누가 은행업종을 이렇게 만드나?
26086,139130,DGB금융지주,0.0083874825,2015.0,2.0,2.0,은행-누가 은행업종을 이렇게 만드나?
12998,12450,한화에어로스페이스,-0.022668402,2011.0,11.0,10.0,삼성테크윈-靜中動
18375,12450,한화에어로스페이스,0.0136616277,2013.0,1.0,31.0,삼성테크윈-靜中動
29425,52260,SK바이오랜드,-0.023861974,2016.0,10.0,5.0,화장품-2017년 스프레드 확대를 준비할 시간
29445,69110,코스온,0.0196380263,2016.0,10.0,5.0,화장품-2017년 스프레드 확대를 준비할 시간
7629,161890,한국콜마,0.0989569545,2018.0,11.0,15.0,한국콜마-제약 부진으로 시장 컨센서스 하회
7630,161890,한국콜마,0.0989569545,2018.0,11.0,15.0,한국콜마-제약 부진으로 시장 컨센서스 하회
22043,4990,롯데지주,-0.020595037,2014.0,3.0,12.0,음식료/담배-13/14년 곡물 재고율 변동 미미→곡물가격 강보합 지속 예상
22044,5180,빙그레,-0.010395037,2014.0,3.0,12.0,음식료/담배-13/14년 곡물 재고율 변동 미미→곡물가격 강보합 지속 예상
22140,97950,CJ제일제당,0.0026049634,2014.0,3.0,12.0,음식료/담배-13/14년 곡물 재고율 변동 미미→곡물가격 강보합 지속 예상
27843,370,한화손해보험,-0.000198063,2016.0,3.0,9.0,한화손보-턴어라운드는 계속된다
27844,370,한화손해보험,-0.000198063,2016.0,3.0,9.0,한화손보-턴어라운드는 계속된다
9441,3450,현대증권,-0.018135218,2010.0,10.0,7.0,증권-05년 가을 블록버스터는 재방영 될 것인가?
9445,3540,대신증권,0.007264782,2010.0,10.0,7.0,증권-05년 가을 블록버스터는 재방영 될 것인가?
9515,37620,미래에셋증권,0.034264782,2010.0,10.0,7.0,증권-05년 가을 블록버스터는 재방영 될 것인가?
33643,39130,하나투어,-0.075643677,2018.0,10.0,4.0,하나투어-3Q18 Preview: 대외변수가 제거될 때까지 기다리는 시점
33644,39130,하나투어,-0.075643677,2018.0,10.0,4.0,하나투어-3Q18 Preview: 대외변수가 제거될 때까지 기다리는 시점
40346,5300,롯데칠성,-0.001848072,2015.0,10.0,14.0,롯데칠성음료-3Q 전망: 이익 회복 지속. 주류 성장 지속과 음료 성장률 개선
40347,5300,롯데칠성,-0.001848072,2015.0,10.0,14.0,롯데칠성음료-3Q 전망: 이익 회복 지속. 주류 성장 지속과 음료 성장률 개선
28257,79160,CJ CGV,0.0010626979,2016.0,11.0,9.0,"CJ CGV-예상된 3Q 부진, 그리고 예정된 4Q 호조"
28258,79160,CJ CGV,0.0010626979,2016.0,11.0,9.0,"CJ CGV-예상된 3Q 부진, 그리고 예정된 4Q 호조"
42378,720,현대건설,0.1212605933,2017.0,1.0,31.0,현대건설-완벽해진 재무구조
42379,720,현대건설,0.1212605933,2017.0,1.0,31.0,현대건설-완벽해진 재무구조
25252,270,기아차,0.0238333197,2015.0,12.0,1.0,자동차-2016년 자동차 산업에도 봄은 오는가
25263,2350,넥센타이어,0.0243333197,2015.0,12.0,1.0,자동차-2016년 자동차 산업에도 봄은 오는가
25280,5380,현대차,0.0202333197,2015.0,12.0,1.0,자동차-2016년 자동차 산업에도 봄은 오는가
25315,11210,현대위아,0.0170333197,2015.0,12.0,1.0,자동차-2016년 자동차 산업에도 봄은 오는가
25321,12330,현대모비스,-0.02246668,2015.0,12.0,1.0,자동차-2016년 자동차 산업에도 봄은 오는가
25336,18880,한온시스템,0.0125333197,2015.0,12.0,1.0,자동차-2016년 자동차 산업에도 봄은 오는가
25383,64960,S&T모티브,0.0135333197,2015.0,12.0,1.0,자동차-2016년 자동차 산업에도 봄은 오는가
25392,73240,금호타이어,-0.00326668,2015.0,12.0,1.0,자동차-2016년 자동차 산업에도 봄은 오는가
25428,161390,한국타이어앤테크놀로지,-0.00916668,2015.0,12.0,1.0,자동차-2016년 자동차 산업에도 봄은 오는가
5601,10520,현대하이스코,0.0334922947,2012.0,2.0,9.0,"현대하이스코-마진 축소에 대한 최근 우려, 과도하게 반영"
5602,10520,현대하이스코,0.0334922947,2012.0,2.0,9.0,"현대하이스코-마진 축소에 대한 최근 우려, 과도하게 반영"
30877,103140,풍산,0.1275586432,2017.0,7.0,31.0,풍산-구리가격 상승과 동반하여 수익성 개선 지속 전망
30878,103140,풍산,0.1275586432,2017.0,7.0,31.0,풍산-구리가격 상승과 동반하여 수익성 개선 지속 전망
25251,270,기아차,0.0491952086,2015.0,3.0,5.0,자동차-美 현대기아.높은 재고와 인센티브 지속
25279,5380,현대차,0.0473952086,2015.0,3.0,5.0,자동차-美 현대기아.높은 재고와 인센티브 지속
21009,3490,대한항공,0.0594289858,2014.0,3.0,10.0,항공-2월 인천공항 실적-여객과 화물 수요 모두 완만히 회복 중
21050,20560,아시아나항공,0.0178289858,2014.0,3.0,10.0,항공-2월 인천공항 실적-여객과 화물 수요 모두 완만히 회복 중
6372,4020,현대제철,0.0383613866,2015.0,3.0,2.0,철강금속-예상보다 부진한 시황. 2Q 가격 정책이 변수
6373,5490,POSCO,-0.006838613,2015.0,3.0,2.0,철강금속-예상보다 부진한 시황. 2Q 가격 정책이 변수
9042,34220,LG디스플레이,0.0148347251,2009.0,3.0,26.0,LG디스플레이-경쟁력 강화는 지속된다!
9043,34220,LG디스플레이,0.0148347251,2009.0,3.0,26.0,LG디스플레이-경쟁력 강화는 지속된다!
19666,11170,롯데케미칼,0.0717236689,2013.0,10.0,15.0,롯데케미칼
19837,11170,롯데케미칼,0.0014981491,2013.0,3.0,19.0,롯데케미칼
20403,11170,롯데케미칼,0.0785788654,2014.0,11.0,24.0,롯데케미칼
23304,11170,롯데케미칼,0.0658314759,2015.0,11.0,17.0,롯데케미칼
26130,11170,롯데케미칼,-0.011465181,2015.0,11.0,30.0,롯데케미칼
19959,10130,고려아연,0.0008653375,2014.0,2.0,7.0,고려아연-4분기 실적이 아닌 성장성이 투자포인트
19960,10130,고려아연,0.0008653375,2014.0,2.0,7.0,고려아연-4분기 실적이 아닌 성장성이 투자포인트
27532,6260,LS,0.1844626843,2016.0,11.0,14.0,LS-다시 찾아온 기회
27533,6260,LS,0.1844626843,2016.0,11.0,14.0,LS-다시 찾아온 기회
8054,11170,롯데케미칼,0.0770127555,2009.0,3.0,30.0,화학-석유화학 시황 개선을 반영한 주가 움직임 예상
8070,51910,LG화학,-0.006287244,2009.0,3.0,30.0,화학-석유화학 시황 개선을 반영한 주가 움직임 예상
27855,2550,KB손해보험,0.0593474356,2016.0,2.0,18.0,KB손해보험-2016년은 정상화의 한 해
27856,2550,KB손해보험,0.0593474356,2016.0,2.0,18.0,KB손해보험-2016년은 정상화의 한 해
21730,4170,신세계,-0.0011236,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
21752,7070,GS리테일,-0.0538236,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
21753,8770,호텔신라,-0.0241236,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
21771,23530,롯데쇼핑,-0.0154236,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
21773,28150,GS홈쇼핑,-0.0023236,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
21787,35760,CJ ENM,0.0117763998,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
21800,57050,현대홈쇼핑,-0.0606236,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
21805,69960,현대백화점,0.0259763998,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
21806,71840,롯데하이마트,0.0083763998,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
21817,139480,이마트,-0.0333236,2014.0,2.0,20.0,유통-연초 조정을 매수 기회로 활용할 것을 권함
44381,880,한화,-0.00279855,2018.0,1.0,11.0,한화-2018년 한화건설 정상화 기대
44382,880,한화,-0.00279855,2018.0,1.0,11.0,한화-2018년 한화건설 정상화 기대
22516,4020,현대제철,0.0379874825,2015.0,2.0,2.0,"현대제철-4Q 서프라이즈, 올해 실적 증가 지속"
22517,4020,현대제철,0.0379874825,2015.0,2.0,2.0,"현대제철-4Q 서프라이즈, 올해 실적 증가 지속"
34889,18000,유니슨,-0.08487357,2018.0,11.0,8.0,자동차-전기차/풍력 산업 - 미국 민주당 하원 장악 수혜업종
34933,100130,동국S&C,0.00482643,2018.0,11.0,8.0,자동차-전기차/풍력 산업 - 미국 민주당 하원 장악 수혜업종
42678,115960,연우,0.0917406442,2018.0,1.0,9.0,연우-프리미엄 수요의 수혜
42679,115960,연우,0.0917406442,2018.0,1.0,9.0,연우-프리미엄 수요의 수혜
44127,9540,한국조선해양,0.0714588108,2016.0,3.0,8.0,조선-지나친 기대감
44130,10140,삼성중공업,0.0652588108,2016.0,3.0,8.0,조선-지나친 기대감
44131,10620,현대미포조선,-0.004541189,2016.0,3.0,8.0,조선-지나친 기대감
44133,14620,성광벤드,0.0698588108,2016.0,3.0,8.0,조선-지나친 기대감
44134,23160,태광,0.0926588108,2016.0,3.0,8.0,조선-지나친 기대감
44137,82740,HSD엔진,0.0673588108,2016.0,3.0,8.0,조선-지나친 기대감
24955,29780,삼성카드,-0.059239539,2015.0,11.0,4.0,은행-긍정과 부정의 혼재
25052,86790,하나금융지주,-0.023039539,2015.0,11.0,4.0,은행-긍정과 부정의 혼재
25071,105560,KB금융,0.0001604609,2015.0,11.0,4.0,은행-긍정과 부정의 혼재
31961,4710,한솔테크닉스,-0.008329387,2017.0,1.0,17.0,반도체/디스플레이/전기전자/2차전지-17년 상반기 업종별 전망과 경계요인 점검
31989,33240,자화전자,-0.001329387,2017.0,1.0,17.0,반도체/디스플레이/전기전자/2차전지-17년 상반기 업종별 전망과 경계요인 점검
32000,49080,기가레인,-0.011929387,2017.0,1.0,17.0,반도체/디스플레이/전기전자/2차전지-17년 상반기 업종별 전망과 경계요인 점검
32007,66570,LG전자,0.030070613,2017.0,1.0,17.0,반도체/디스플레이/전기전자/2차전지-17년 상반기 업종별 전망과 경계요인 점검
32015,86520,에코프로,0.073270613,2017.0,1.0,17.0,반도체/디스플레이/전기전자/2차전지-17년 상반기 업종별 전망과 경계요인 점검
32018,89030,테크윙,0.000570613,2017.0,1.0,17.0,반도체/디스플레이/전기전자/2차전지-17년 상반기 업종별 전망과 경계요인 점검
32019,91700,파트론,-0.030429387,2017.0,1.0,17.0,반도체/디스플레이/전기전자/2차전지-17년 상반기 업종별 전망과 경계요인 점검
32023,121600,나노신소재,-0.009729387,2017.0,1.0,17.0,반도체/디스플레이/전기전자/2차전지-17년 상반기 업종별 전망과 경계요인 점검
34306,9540,한국조선해양,-0.014029365,2018.0,5.0,15.0,LNG Bunkering System(2018 하반기 산업별 투자전략)-세계는 친환경 시대
34314,10620,현대미포조선,0.0291706349,2018.0,5.0,15.0,LNG Bunkering System(2018 하반기 산업별 투자전략)-세계는 친환경 시대
5370,9150,삼성전기,0.0476754994,2011.0,1.0,24.0,삼성전기-‘10년 4분기 실적은 예상보다 부진할 ？망
5371,9150,삼성전기,0.0476754994,2011.0,1.0,24.0,삼성전기-‘10년 4분기 실적은 예상보다 부진할 ？망
27432,33780,KT&G,-0.060594654,2016.0,1.0,22.0,KT&G-당분간 배당 증가 여력 제한적
27433,33780,KT&G,-0.060594654,2016.0,1.0,22.0,KT&G-당분간 배당 증가 여력 제한적
35694,34230,파라다이스,0.0360393229,2018.0,1.0,8.0,카지노-4Q17 Preview: 비우호적인 영업환경
35698,35250,강원랜드,-0.016360677,2018.0,1.0,8.0,카지노-4Q17 Preview: 비우호적인 영업환경
35739,114090,GKL,-0.019360677,2018.0,1.0,8.0,카지노-4Q17 Preview: 비우호적인 영업환경
23132,3490,대한항공,0.0406811604,2015.0,3.0,17.0,"대한항공-유가와 화물을 반영, 상향조정"
23133,3490,대한항공,0.0406811604,2015.0,3.0,17.0,"대한항공-유가와 화물을 반영, 상향조정"
13520,15760,한국전력,-0.001627212,2011.0,2.0,1.0,한국전력-비용감소 및 UAE 매출 증가로 예상보다 좋은 실적
13521,15760,한국전력,-0.001627212,2011.0,2.0,1.0,한국전력-비용감소 및 UAE 매출 증가로 예상보다 좋은 실적
44015,6800,미래에셋대우,0.0816975018,2015.0,3.0,18.0,증권-금리인하 수혜업종(2): 실적 개선 기대감 유효
44018,71050,한국금융지주,0.0444975018,2015.0,3.0,18.0,증권-금리인하 수혜업종(2): 실적 개선 기대감 유효
12631,4020,현대제철,-0.00420305,2011.0,6.0,13.0,"현대제철-시황 회복 움직임, 주가도 Turning!"
12632,4020,현대제철,-0.00420305,2011.0,6.0,13.0,"현대제철-시황 회복 움직임, 주가도 Turning!"
35141,33780,KT&G,-0.050363221,2018.0,10.0,31.0,KT&G-3Q18 Review: 터널의 끝이 보인다!
35142,33780,KT&G,-0.050363221,2018.0,10.0,31.0,KT&G-3Q18 Review: 터널의 끝이 보인다!
34304,8770,호텔신라,-0.040670917,2018.0,1.0,26.0,호텔신라-새로운 모습의 비상(飛上)을 기대
34305,8770,호텔신라,-0.040670917,2018.0,1.0,26.0,호텔신라-새로운 모습의 비상(飛上)을 기대
8331,1800,오리온홀딩스,0.0459127555,2009.0,3.0,30.0,오리온
13097,1800,오리온홀딩스,-0.084579617,2011.0,11.0,28.0,오리온
17179,1800,오리온홀딩스,-0.020455064,2012.0,3.0,26.0,오리온
29308,1800,오리온홀딩스,-0.046435264,2016.0,1.0,13.0,오리온
44151,170900,동아에스티,-0.078555652,2016.0,2.0,4.0,동아에스티-4Q15 Review: 비용 증가로 영업이익 기대치 하회
44152,170900,동아에스티,-0.078555652,2016.0,2.0,4.0,동아에스티-4Q15 Review: 비용 증가로 영업이익 기대치 하회
14953,10520,현대하이스코,0.0319777708,2011.0,12.0,22.0,현대하이스코-양호한 실적이 주가 반등을 이끈다
14954,10520,현대하이스코,0.0319777708,2011.0,12.0,22.0,현대하이스코-양호한 실적이 주가 반등을 이끈다
19732,5490,POSCO,-0.037309186,2013.0,3.0,5.0,POSCO-엔저에 대한 우려보다 2 분기 이후 판가 인상에 기대
19733,5490,POSCO,-0.037309186,2013.0,3.0,5.0,POSCO-엔저에 대한 우려보다 2 분기 이후 판가 인상에 기대
44594,3670,포스코케미칼,-0.039653124,2017.0,10.0,27.0,"포스코켐텍-4Q 영업이익, 세전이익 둘 다 증가 기대"
44595,3670,포스코케미칼,-0.039653124,2017.0,10.0,27.0,"포스코켐텍-4Q 영업이익, 세전이익 둘 다 증가 기대"
23749,86790,하나금융지주,-0.00251749,2015.0,11.0,2.0,은행-날아보지도 못하고 주저앉지는 말자
23767,139130,DGB금융지주,-0.01151749,2015.0,11.0,2.0,은행-날아보지도 못하고 주저앉지는 말자
42067,10130,고려아연,-0.161860961,2017.0,2.0,8.0,고려아연-프리미엄을 걷어내야 할 때
42068,10130,고려아연,-0.161860961,2017.0,2.0,8.0,고려아연-프리미엄을 걷어내야 할 때
31279,1430,세아베스틸,0.0827689766,2017.0,2.0,13.0,세아베스틸-신규시장 개척으로 우려 해소 기대
31280,1430,세아베스틸,0.0827689766,2017.0,2.0,13.0,세아베스틸-신규시장 개척으로 우려 해소 기대
42414,161890,한국콜마,-0.045331067,2017.0,12.0,11.0,한국콜마-2018년 외형 및 수익성 개선 기대
42415,161890,한국콜마,-0.045331067,2017.0,12.0,11.0,한국콜마-2018년 외형 및 수익성 개선 기대
17184,4020,현대제철,-0.033845358,2012.0,2.0,13.0,현대제철-매수기회 온다
17185,4020,현대제철,-0.033845358,2012.0,2.0,13.0,현대제철-매수기회 온다
13686,20000,한섬,-0.055624665,2011.0,10.0,6.0,한섬
34100,20000,한섬,-0.010112511,2018.0,1.0,15.0,한섬
7840,53000,우리금융,-0.035936079,2009.0,4.0,20.0,은행-모순?
7849,86790,하나금융지주,-0.072936079,2009.0,4.0,20.0,은행-모순?
26416,17670,SK텔레콤,0.0475834986,2015.0,6.0,8.0,"통신서비스-규제 위험 증가, 주가는 반영 시작, 해소까지 시간 필요"
26417,30200,KT,0.0009834986,2015.0,6.0,8.0,"통신서비스-규제 위험 증가, 주가는 반영 시작, 해소까지 시간 필요"
26418,32640,LG유플러스,0.0413834986,2015.0,6.0,8.0,"통신서비스-규제 위험 증가, 주가는 반영 시작, 해소까지 시간 필요"
26419,33630,SK브로드밴드,-0.023316501,2015.0,6.0,8.0,"통신서비스-규제 위험 증가, 주가는 반영 시작, 해소까지 시간 필요"
42721,14620,성광벤드,0.0724871694,2018.0,1.0,19.0,피팅-불안보다 희망을 본다
42725,23160,태광,0.0686871694,2018.0,1.0,19.0,피팅-불안보다 희망을 본다
34668,4000,롯데정밀화학,0.00692643,2018.0,11.0,8.0,화학-장마철이라고 마냥 우중(雨中)이랴?
34671,4430,송원산업,0.00922643,2018.0,11.0,8.0,화학-장마철이라고 마냥 우중(雨中)이랴?
34679,6650,대한유화,0.00442643,2018.0,11.0,8.0,화학-장마철이라고 마냥 우중(雨中)이랴?
34688,11170,롯데케미칼,0.00832643,2018.0,11.0,8.0,화학-장마철이라고 마냥 우중(雨中)이랴?
34691,11780,금호석유,-0.04687357,2018.0,11.0,8.0,화학-장마철이라고 마냥 우중(雨中)이랴?
34693,11790,SKC,0.06042643,2018.0,11.0,8.0,화학-장마철이라고 마냥 우중(雨中)이랴?
